,Rate,Review,Price,QtyLeft,Sold
32508,5,12775,51,483,19386
32509,5,4622,35,983,6705
32510,5,1689,10,490,2313
32511,5,6131,35,983,8761
32512,,,86,988,
32513,5,1813,35,983,2563
32514,5,5965,35,983,7976
32515,,,7,494,
32516,,,86,988,
32517,5,344,3,195,485
32518,,,164,996,
32519,,,164,996,
32520,,,7,494,
32521,5,25153,51,483,41319
32522,5,2646,35,983,3731
32523,,,164,996,
32524,5,5628,10,490,7571
32525,5,1723,35,983,2316
32526,,,7,494,
32527,,,7,494,
32528,5,5824,51,483,7883
32529,5,12751,51,483,19114
32530,,,86,988,
32531,5,3102,35,983,4308
32532,5,28090,51,483,46783
32533,5,6313,10,490,8779
32534,5,4354,35,983,5979
32535,5,688,143,993,924
32536,,,164,996,
32537,,,7,494,
32538,,,164,996,
32539,5,1523,143,993,2125
32540,,,86,988,
32541,,,7,494,
32542,5,25736,51,483,43131
32543,5,1595,35,983,2268
32544,5,2986,35,983,4090
32545,5,5647,35,983,8029
32546,5,5101,35,983,7333
32547,4.9,1235,3,53,1694
32548,5,6492,35,983,9455
32549,5,1569,35,983,2167
32550,5,26848,51,483,45312
32551,5,21834,51,483,35199
32552,5,3364,10,490,4495
32553,,,164,996,
32554,5,3647,10,490,4969
32555,5,12628,51,483,18056
32556,5,1648,143,993,2385
32557,,,7,494,
32558,5,4107,10,490,5503
32559,,,7,494,
32560,5,676,35,983,912
32561,5,1739,143,993,2367
32562,,,164,996,
32563,5,423,143,993,617
32564,5,12932,51,483,18528
32565,,,164,996,
32566,,,164,996,
32567,5,5282,35,983,7107
32568,,,164,996,
32569,5,18982,51,483,30212
32570,5,3338,10,490,4836
32571,5,26775,51,483,47576
32572,5,2126,10,490,3055
32573,5,1609,10,490,2289
32574,5,20485,51,483,31256
32575,,,86,988,
32576,5,3597,35,983,4894
32577,5,3539,35,983,4895
32578,4.9,1265,3,53,1772
32579,,,164,996,
32580,,,164,996,
32581,5,17286,51,483,27343
32582,,,86,988,
32583,,,86,988,
32584,5,3304,10,490,4758
32585,5,21572,51,483,34695
32586,5,5837,35,983,8243
32587,5,871,10,490,1264
32588,,,7,494,
32589,5,14423,51,483,20874
32590,5,20152,51,483,32071
32591,,,7,494,
32592,5,8791,51,483,12695
32593,5,4768,51,483,6795
32594,,,86,988,
32595,5,24522,51,483,41186
32596,5,5625,35,983,8000
32597,5,1399,143,993,1923
32598,5,4638,51,483,6321
32599,,,7,494,
32600,,,7,494,
32601,,,86,988,
32602,5,1851,10,490,2524
32603,5,28670,51,483,49424
32604,5,18013,51,483,26283
32605,5,654,143,993,930
32606,5,4261,35,983,5672
32607,,,86,988,
32608,,,164,996,
32609,,,7,494,
32610,5,5491,10,490,7383
32611,,,164,996,
32612,5,3528,35,983,4733
32613,5,3555,35,983,4866
32614,,,86,988,
32615,,,164,996,
32616,5,12440,51,483,17759
32617,5,9613,51,483,14022
32618,,,164,996,
32619,5,7918,51,483,11252
32620,,,7,494,
32621,5,18083,51,483,27431
32622,,,86,988,
32623,,,7,494,
32624,5,10418,51,483,15021
32625,5,1593,10,490,2152
32626,,,164,996,
32627,5,20616,51,483,32013
32628,5,859,35,983,1225
32629,,,164,996,
32630,,,86,988,
32631,4.9,7504,21,91434,10334
32632,5,5963,10,490,8121
32633,,,164,996,
32634,5,5125,51,483,7462
32635,5,9900,51,483,13795
32636,5,3992,10,490,5504
32637,5,1129,35,983,1537
32638,5,7093,51,483,9797
32639,,,7,494,
32640,5,7632,51,483,10545
32641,5,1538,10,490,2235
32642,5,5025,10,490,6716
32643,5,3606,35,983,5188
32644,,,7,494,
32645,,,164,996,
32646,5,3984,10,490,5339
32647,5,16011,51,483,22925
32648,5,3830,35,983,5144
32649,5,1560,35,983,2253
32650,5,2399,10,490,3258
32651,5,9014,51,483,13442
32652,5,1541,35,983,2185
32653,5,1135,35,983,1601
32654,5,1344,143,993,1852
32655,,,86,988,
32656,5,5462,10,490,7578
32657,5,15889,51,483,24452
32658,5,3927,35,983,5715
32659,,,164,996,
32660,,,86,988,
32661,5,374,35,983,531
32662,,,164,996,
32663,5,1578,10,490,2199
32664,5,20828,51,483,32482
32665,5,437,35,983,617
32666,5,14993,51,483,23032
32667,5,15740,51,483,22636
32668,5,6653,10,490,9507
32669,5,4782,51,483,6474
32670,5,5227,35,983,7656
32671,5,4453,10,490,6494
32672,5,12988,51,483,18874
32673,5,6079,10,490,8913
32674,,,86,988,
32675,,,164,996,
32676,5,5451,10,490,7728
32677,,,7,494,
32678,5,3286,35,983,4577
32679,5,1911,35,983,2665
32680,,,7,494,
32681,5,13037,51,483,18324
32682,5,993,35,983,1361
32683,,,7,494,
32684,4.9,1558,3,53,2251
32685,5,1773,35,983,2352
32686,5,13342,51,483,19067
32687,5,8150,51,483,11152
32688,5,2197,35,983,3002
32689,,,7,494,
32690,5,1173,35,983,1679
32691,,,7,494,
32692,5,3086,10,490,4112
32693,5,3441,10,490,4857
32694,5,1850,35,983,2628
32695,5,2684,35,983,3584
32696,,,7,494,
32697,5,4427,51,483,6431
32698,5,4106,51,483,5734
32699,,,164,996,
32700,5,3678,35,983,5081
32701,,,164,996,
32702,5,9074,51,483,12987
32703,,,164,996,
32704,,,164,996,
32705,,,7,494,
32706,,,7,494,
32707,,,7,494,
32708,5,19520,51,483,29505
32709,,,7,494,
32710,,,86,988,
32711,5,27755,51,483,46667
32712,5,2930,10,490,4260
32713,5,1657,3,195,2365
32714,5,4806,35,983,6842
32715,,,164,996,
32716,5,634,10,490,878
32717,5,2988,10,490,4049
32718,,,164,996,
32719,,,164,996,
32720,5,4292,51,483,5924
32721,5,3334,35,983,4701
32722,5,4315,51,483,6174
32723,5,2018,143,993,2713
32724,5,5615,10,490,7607
32725,5,647,10,490,885
32726,5,8086,51,483,11595
32727,4.9,3081,21,91434,4097
32728,5,21794,51,483,36212
32729,5,5474,35,983,7734
32730,5,24123,51,483,39666
32731,5,5448,51,483,7453
32732,5,23684,51,483,39064
32733,,,164,996,
32734,,,7,494,
32735,5,6856,51,483,9368
32736,5,12895,51,483,19551
32737,5,278,143,993,397
32738,,,164,996,
32739,5,29584,51,483,52356
32740,5,3237,10,490,4512
32741,5,414,3,195,555
32742,,,7,494,
32743,5,1106,10,490,1486
32744,,,164,996,
32745,5,291,3,195,409
32746,,,164,996,
32747,5,4292,10,490,6006
32748,,,7,494,
32749,,,164,996,
32750,5,25143,51,483,39989
32751,,,7,494,
32752,5,1813,143,993,2604
32753,,,86,988,
32754,5,13565,51,483,20278
32755,5,2704,35,983,3841
32756,5,1925,51,483,2655
32757,5,20325,51,483,32226
32758,,,164,996,
32759,5,970,35,983,1342
32760,5,18598,51,483,29715
32761,,,7,494,
32762,5,12549,51,483,19155
32763,5,3937,35,983,5327
32764,5,445,51,483,622
32765,5,2473,10,490,3284
32766,,,86,988,
32767,5,18433,51,483,28343
32768,,,86,988,
32769,,,7,494,
32770,5,4293,10,490,6094
32771,5,5766,35,983,7797
32772,5,15535,51,483,23244
32773,5,15084,51,483,23317
32774,5,5904,51,483,7924
32775,5,3093,10,490,4456
32776,,,86,988,
32777,5,2858,10,490,3923
32778,5,5742,35,983,8401
32779,5,1551,10,490,2077
32780,,,7,494,
32781,,,164,996,
32782,,,164,996,
32783,,,7,494,
32784,5,1154,143,993,1535
32785,5,6309,10,490,8535
32786,5,5792,35,983,8365
32787,5,1429,143,993,2078
32788,5,2266,51,483,3193
32789,5,1701,143,993,2417
32790,,,86,988,
32791,,,86,988,
32792,,,7,494,
32793,,,164,996,
32794,5,8058,51,483,10962
32795,,,164,996,
32796,5,298,10,490,436
32797,,,164,996,
32798,,,164,996,
32799,5,1363,143,993,1957
32800,5,5794,10,490,7877
32801,5,5621,35,983,7707
32802,5,24505,51,483,38861
32803,5,4429,10,490,6165
32804,5,2047,35,983,2934
32805,5,2041,10,490,2707
32806,5,12003,51,483,16996
32807,,,7,494,
32808,,,7,494,
32809,,,164,996,
32810,,,7,494,
32811,5,5608,35,983,7619
32812,,,164,996,
32813,5,108,35,983,150
32814,,,86,988,
32815,5,4162,51,483,5780
32816,5,400,143,993,553
32817,,,164,996,
32818,,,86,988,
32819,,,7,494,
32820,5,1696,143,993,2246
32821,5,5036,51,483,7040
32822,5,15411,51,483,22571
32823,5,4254,35,983,5916
32824,,,86,988,
32825,5,4228,51,483,5711
32826,5,1326,143,993,1883
32827,,,164,996,
32828,,,86,988,
32829,5,1142,143,993,1617
32830,,,86,988,
32831,5,13105,51,483,19910
32832,,,164,996,
32833,5,28196,51,483,48887
32834,5,3776,35,983,5047
32835,5,7451,51,483,10267
32836,,,164,996,
32837,,,7,494,
32838,,,164,996,
32839,5,4191,10,490,5661
32840,5,6469,10,490,9070
32841,,,86,988,
32842,5,3861,10,490,5465
32843,,,7,494,
32844,,,86,988,
32845,5,3802,35,983,5352
32846,5,8998,51,483,13010
32847,5,4002,35,983,5560
32848,,,164,996,
32849,5,20,3,195,30
32850,5,3719,51,483,5321
32851,,,7,494,
32852,,,7,494,
32853,,,86,988,
32854,5,5456,35,983,7324
32855,,,164,996,
32856,,,7,494,
32857,5,2624,35,983,3577
32858,,,86,988,
32859,5,455,51,483,652
32860,,,7,494,
32861,5,5189,35,983,7058
32862,5,1931,3,195,2673
32863,5,1243,35,983,1653
32864,,,164,996,
32865,,,86,988,
32866,5,3346,35,983,4763
32867,,,164,996,
32868,,,7,494,
32869,5,1497,143,993,2030
32870,5,6218,10,490,8724
32871,5,20149,51,483,32713
32872,5,28528,51,483,50118
32873,5,24355,51,483,38584
32874,5,21092,51,483,32005
32875,5,52,10,490,75
32876,5,18460,51,483,28440
32877,,,164,996,
32878,,,164,996,
32879,5,12902,51,483,19402
32880,5,28496,51,483,50524
32881,5,27396,51,483,48644
32882,,,164,996,
32883,4.6,1653,7,53165,2332
32884,5,9983,51,483,14592
32885,,,7,494,
32886,5,6027,51,483,8301
32887,,,164,996,
32888,,,164,996,
32889,5,5584,35,983,7543
32890,5,2237,10,490,3181
32891,5,4110,35,983,5611
32892,5,2562,10,490,3565
32893,5,1188,143,993,1719
32894,5,5056,10,490,6968
32895,5,2700,35,983,3658
32896,,,86,988,
32897,,,86,988,
32898,,,7,494,
32899,,,7,494,
32900,,,164,996,
32901,5,1814,143,993,2514
32902,4.9,144,3,53,199
32903,,,164,996,
32904,5,2417,10,490,3260
32905,5,717,143,993,954
32906,5,4330,51,483,5837
32907,5,20909,51,483,33355
32908,5,15218,51,483,21937
32909,5,5174,35,983,7092
32910,5,5246,51,483,7387
32911,5,320,10,490,437
32912,5,1600,35,983,2238
32913,5,29819,51,483,52667
32914,5,2797,10,490,4035
32915,5,1265,10,490,1768
32916,5,1051,51,483,1459
32917,5,27901,51,483,49556
32918,5,31,143,993,44
32919,5,413,143,993,601
32920,5,19322,51,483,30013
32921,,,86,988,
32922,5,17885,51,483,26147
32923,5,9025,51,483,12562
32924,,,86,988,
32925,,,164,996,
32926,,,164,996,
32927,5,734,143,993,1013
32928,5,12125,51,483,17936
32929,5,5061,35,983,7373
32930,5,1277,35,983,1774
32931,,,7,494,
32932,,,164,996,
32933,5,6325,10,490,9026
32934,,,7,494,
32935,,,7,494,
32936,5,7392,51,483,10444
32937,,,7,494,
32938,5,121,10,490,166
32939,5,4573,10,490,6359
32940,,,164,996,
32941,,,7,494,
32942,5,1191,143,993,1689
32943,,,7,494,
32944,5,4040,51,483,5404
32945,5,3031,10,490,4198
32946,5,3795,10,490,5185
32947,,,86,988,
32948,5,9525,51,483,13182
32949,5,2627,35,983,3719
32950,5,4173,10,490,5668
32951,,,7,494,
32952,5,7667,51,483,11191
32953,,,7,494,
32954,,,164,996,
32955,,,164,996,
32956,,,7,494,
32957,5,4970,51,483,6882
32958,5,13486,51,483,20096
32959,5,29861,51,483,54055
32960,,,86,988,
32961,,,86,988,
32962,5,74,143,993,106
32963,5,13013,51,483,19573
32964,,,164,996,
32965,,,7,494,
32966,,,7,494,
32967,5,15760,51,483,22595
32968,,,7,494,
32969,5,588,10,490,838
32970,5,9863,51,483,14089
32971,5,3217,35,983,4431
32972,5,1734,143,993,2469
32973,5,8261,51,483,11353
32974,5,922,143,993,1272
32975,5,793,143,993,1116
32976,5,8333,51,483,12371
32977,5,12233,51,483,18577
32978,5,10517,51,483,15210
32979,,,164,996,
32980,,,7,494,
32981,5,431,35,983,626
32982,,,7,494,
32983,5,1571,143,993,2217
32984,5,17258,51,483,26043
32985,5,2557,35,983,3725
32986,,,7,494,
32987,5,4856,35,983,6958
32988,5,5710,51,483,7828
32989,5,94,35,983,140
32990,,,7,494,
32991,5,2838,10,490,3955
32992,5,1720,143,993,2301
32993,5,2321,10,490,3326
32994,,,164,996,
32995,,,164,996,
32996,5,694,10,490,992
32997,5,2761,35,983,3806
32998,5,3383,10,490,4758
32999,5,1402,35,983,1916
33000,5,6422,51,483,8612
33001,5,341,10,490,478
33002,5,2572,35,983,3651
33003,5,1998,10,490,2908
33004,5,6187,51,483,8737
33005,,,164,996,
33006,,,7,494,
33007,5,966,51,483,1355
33008,5,3114,35,983,4247
33009,5,5650,10,490,7905
33010,,,7,494,
33011,5,9494,51,483,14197
33012,5,299,10,490,402
33013,5,6524,35,983,9369
33014,,,86,988,
33015,,,7,494,
33016,,,164,996,
33017,,,164,996,
33018,,,86,988,
33019,,,7,494,
33020,,,7,494,
33021,5,2662,35,983,3541
33022,5,5900,51,483,8451
33023,5,5026,35,983,7229
33024,5,686,143,993,930
33025,,,86,988,
33026,5,5471,51,483,7358
33027,,,86,988,
33028,5,2098,35,983,2898
33029,,,86,988,
33030,,,86,988,
33031,5,5963,35,983,8649
33032,4.9,1045,3,53,1422
33033,,,86,988,
33034,5,880,51,483,1241
33035,5,4982,51,483,7276
33036,,,7,494,
33037,5,4006,51,483,5732
33038,5,5916,35,983,8251
33039,,,7,494,
33040,,,7,494,
33041,5,4724,10,490,6576
33042,5,6725,51,483,9338
33043,,,7,494,
33044,5,5109,51,483,7182
33045,5,3,143,993,8
33046,,,86,988,
33047,5,25559,51,483,41015
33048,5,9407,51,483,13715
33049,5,1586,10,490,2152
33050,5,5288,35,983,7327
33051,,,86,988,
33052,5,700,35,983,965
33053,5,24672,51,483,40201
33054,5,4619,10,490,6502
33055,,,86,988,
33056,5,17797,51,483,26649
33057,,,7,494,
33058,5,13501,51,483,19583
33059,,,86,988,
33060,5,22545,51,483,35937
33061,5,4489,35,983,6181
33062,,,86,988,
33063,,,86,988,
33064,,,7,494,
33065,5,1113,143,993,1612
33066,5,6664,35,983,9447
33067,,,164,996,
33068,,,86,988,
33069,,,7,494,
33070,5,12551,51,483,19163
33071,,,86,988,
33072,5,1391,143,993,1939
33073,5,22144,51,483,36579
33074,5,6646,35,983,9569
33075,,,164,996,
33076,5,4233,51,483,6113
33077,,,7,494,
33078,,,86,988,
33079,,,86,988,
33080,5,2237,35,983,2965
33081,5,4035,35,983,5669
33082,,,86,988,
33083,,,7,494,
33084,,,86,988,
33085,,,7,494,
33086,5,400,143,993,562
33087,5,973,10,490,1394
33088,,,7,494,
33089,5,9263,51,483,13280
33090,,,164,996,
33091,5,5202,35,983,7432
33092,5,8653,51,483,11816
33093,5,1524,10,490,2198
33094,,,86,988,
33095,,,164,996,
33096,5,1238,10,490,1714
33097,5,66,35,983,95
33098,,,7,494,
33099,,,164,996,
33100,5,2101,10,490,3054
33101,5,11621,51,483,16163
33102,5,13912,51,483,20962
33103,,,86,988,
33104,5,3808,51,483,5284
33105,5,12162,51,483,17141
33106,5,13547,51,483,19147
33107,5,17110,51,483,24972
33108,,,86,988,
33109,5,835,10,490,1194
33110,5,5510,35,983,7950
33111,5,6691,51,483,9490
33112,5,591,143,993,810
33113,5,2060,3,195,2978
33114,5,886,10,490,1227
33115,5,5108,51,483,7174
33116,5,343,10,490,484
33117,5,6585,35,983,8906
33118,,,7,494,
33119,,,164,996,
33120,5,1082,35,983,1492
33121,5,4817,10,490,6499
33122,,,86,988,
33123,5,1033,143,993,1500
33124,,,164,996,
33125,5,17737,51,483,26077
33126,,,7,494,
33127,5,944,3,195,1265
33128,,,7,494,
33129,,,7,494,
33130,5,12048,51,483,18220
33131,,,7,494,
33132,,,86,988,
33133,5,24126,51,483,41457
33134,5,4504,51,483,6044
33135,5,2984,35,983,4094
33136,,,164,996,
33137,,,7,494,
33138,5,2214,10,490,3107
33139,5,5651,51,483,7726
33140,,,7,494,
33141,5,5852,10,490,7978
33142,,,7,494,
33143,5,9533,51,483,13161
33144,,,86,988,
33145,5,19524,51,483,31686
33146,,,7,494,
33147,5,5905,51,483,8181
33148,5,5231,51,483,7247
33149,,,7,494,
33150,5,283,51,483,377
33151,,,86,988,
33152,,,86,988,
33153,5,11056,51,483,16246
33154,5,23776,51,483,38924
33155,,,164,996,
33156,,,164,996,
33157,5,2608,35,983,3562
33158,5,3436,10,490,4593
33159,5,5917,35,983,8598
33160,,,7,494,
33161,5,15,35,983,23
33162,5,21617,51,483,35119
33163,5,2083,35,983,2777
33164,5,3342,35,983,4565
33165,5,6166,35,983,8430
33166,,,7,494,
33167,,,164,996,
33168,5,8981,51,483,13309
33169,5,253,35,983,349
33170,5,1914,10,490,2730
33171,5,2449,35,983,3547
33172,5,20881,51,483,34052
33173,5,4062,51,483,5445
33174,,,86,988,
33175,,,7,494,
33176,,,164,996,
33177,5,4557,10,490,6337
33178,5,5072,10,490,7192
33179,5,2097,143,993,3026
33180,5,3534,35,983,4971
33181,,,164,996,
33182,5,2645,35,983,3569
33183,5,6581,35,983,9139
33184,5,3420,51,483,4660
33185,5,24495,51,483,40790
33186,,,164,996,
33187,5,5708,10,490,7893
33188,,,7,494,
33189,5,26021,51,483,45712
33190,,,7,494,
33191,5,5881,35,983,8609
33192,,,7,494,
33193,5,4170,35,983,6018
33194,5,15960,51,483,22940
33195,,,164,996,
33196,5,17,10,490,27
33197,,,86,988,
33198,5,1098,10,490,1509
33199,5,9874,51,483,14676
33200,5,4679,10,490,6493
33201,5,1252,143,993,1717
33202,5,13588,51,483,20506
33203,5,10759,51,483,15981
33204,5,25889,51,483,44158
33205,5,1054,51,483,1418
33206,5,20868,51,483,33310
33207,5,8238,51,483,11868
33208,5,29606,51,483,50811
33209,5,5460,10,490,8014
33210,5,6245,35,983,8624
33211,5,23637,51,483,38441
33212,,,164,996,
33213,5,27096,51,483,45104
33214,,,7,494,
33215,5,19879,51,483,32261
33216,5,6493,35,983,9117
33217,5,13479,51,483,19615
33218,5,28897,51,483,51264
33219,5,4161,35,983,5738
33220,,,86,988,
33221,,,7,494,
33222,,,7,494,
33223,5,4587,51,483,6497
33224,5,274,35,983,397
33225,5,5086,10,490,6865
33226,,,164,996,
33227,5,23297,51,483,37833
33228,,,164,996,
33229,5,27640,51,483,46728
33230,5,18746,51,483,28935
33231,5,4803,10,490,6536
33232,5,1470,51,483,2005
33233,5,20081,51,483,32764
33234,,,164,996,
33235,5,19714,51,483,29557
33236,,,86,988,
33237,5,16017,51,483,25114
33238,,,164,996,
33239,5,17231,51,483,25298
33240,5,18965,51,483,28264
33241,5,5847,35,983,8553
33242,,,164,996,
33243,,,7,494,
33244,5,2142,3,195,3050
33245,,,7,494,
33246,5,4053,10,490,5832
33247,5,1705,35,983,2458
33248,5,27754,51,483,49882
33249,,,86,988,
33250,5,314,51,483,456
33251,5,19690,51,483,32135
33252,5,15895,51,483,22982
33253,5,887,143,993,1188
33254,,,164,996,
33255,,,164,996,
33256,5,1005,143,993,1464
33257,5,701,51,483,932
33258,5,18872,51,483,30384
33259,5,1244,35,983,1712
33260,5,9607,51,483,13951
33261,,,164,996,
33262,5,22794,51,483,38363
33263,5,17561,51,483,26446
33264,,,86,988,
33265,5,9686,51,483,13798
33266,5,2810,35,983,3819
33267,5,3975,10,490,5459
33268,5,8,10,490,14
33269,5,4348,10,490,5929
33270,,,7,494,
33271,,,86,988,
33272,5,1574,51,483,2111
33273,5,5461,35,983,7918
33274,5,11123,51,483,16650
33275,5,5572,10,490,7543
33276,,,7,494,
33277,5,6,10,490,11
33278,5,3927,51,483,5252
33279,5,5528,51,483,7754
33280,5,19474,51,483,31445
33281,,,7,494,
33282,5,2134,10,490,2836
33283,,,7,494,
33284,5,9731,51,483,13866
33285,5,28054,51,483,48669
33286,5,5132,35,983,7102
33287,5,2541,51,483,3435
33288,5,11446,51,483,17019
33289,5,2368,51,483,3361
33290,5,373,143,993,526
33291,,,86,988,
33292,,,7,494,
33293,,,86,988,
33294,,,86,988,
33295,5,4981,51,483,7114
33296,,,164,996,
33297,5,12658,51,483,18594
33298,5,1572,10,490,2177
33299,,,7,494,
33300,,,86,988,
33301,5,26690,51,483,46118
33302,,,86,988,
33303,,,86,988,
33304,,,86,988,
33305,5,3283,51,483,4562
33306,,,86,988,
33307,5,6178,35,983,8486
33308,,,7,494,
33309,5,2888,51,483,4200
33310,5,9013,51,483,12454
33311,5,1873,143,993,2633
33312,,,164,996,
33313,5,479,35,983,657
33314,5,2343,10,490,3114
33315,5,23902,51,483,38387
33316,,,164,996,
33317,5,16327,51,483,24898
33318,,,7,494,
33319,5,270,143,993,375
33320,5,2870,35,983,4061
33321,,,7,494,
33322,5,6382,10,490,9042
33323,5,17350,51,483,26397
33324,,,7,494,
33325,5,6540,10,490,9176
33326,5,6333,10,490,8830
33327,,,164,996,
33328,,,7,494,
33329,5,914,51,483,1317
33330,,,7,494,
33331,5,3002,10,490,4151
33332,,,164,996,
33333,,,164,996,
33334,5,29177,51,483,52736
33335,5,23668,51,483,37555
33336,5,486,3,195,708
33337,,,86,988,
33338,,,7,494,
33339,5,10612,51,483,15794
33340,5,737,10,490,1024
33341,5,13343,51,483,20400
33342,5,2055,10,490,2895
33343,,,86,988,
33344,5,8916,51,483,12477
33345,5,231,35,983,331
33346,5,6129,51,483,8703
33347,,,164,996,
33348,,,86,988,
33349,5,1568,10,490,2143
33350,5,19744,51,483,30249
33351,5,5842,10,490,8329
33352,5,23548,51,483,38977
33353,5,20158,51,483,30185
33354,5,15367,51,483,22297
33355,5,6248,35,983,8398
33356,5,4367,10,490,6005
33357,5,2173,10,490,3040
33358,5,3280,10,490,4722
33359,,,7,494,
33360,,,7,494,
33361,5,3038,35,983,4234
33362,,,164,996,
33363,5,6386,51,483,8819
33364,5,4534,10,490,6599
33365,,,7,494,
33366,5,13079,51,483,19079
33367,,,86,988,
33368,5,13703,51,483,20816
33369,,,164,996,
33370,5,11772,51,483,16640
33371,5,488,3,195,648
33372,5,3971,35,983,5468
33373,5,6215,10,490,9111
33374,5,5544,10,490,7719
33375,,,86,988,
33376,5,6265,10,490,9002
33377,,,7,494,
33378,5,15745,51,483,24173
33379,5,1458,143,993,1991
33380,,,86,988,
33381,5,4322,35,983,6130
33382,5,2662,35,983,3816
33383,5,282,35,983,409
33384,5,6609,10,490,9011
33385,,,7,494,
33386,5,291,35,983,388
33387,5,24198,51,483,41201
33388,,,7,494,
33389,5,5104,51,483,6989
33390,5,13640,51,483,19612
33391,5,10519,51,483,14939
33392,,,7,494,
33393,,,86,988,
33394,,,7,494,
33395,5,1275,35,983,1843
33396,,,164,996,
33397,5,1285,143,993,1809
33398,5,16271,51,483,24163
33399,5,3758,10,490,5386
33400,,,164,996,
33401,,,86,988,
33402,,,164,996,
33403,,,164,996,
33404,,,86,988,
33405,,,164,996,
33406,,,86,988,
33407,5,29770,51,483,53634
33408,,,7,494,
33409,5,1870,3,195,2487
33410,,,7,494,
33411,5,5098,10,490,7454
33412,5,5384,35,983,7634
33413,,,164,996,
33414,5,1205,10,490,1718
33415,5,4876,35,983,6568
33416,5,2120,10,490,2834
33417,,,7,494,
33418,5,181,51,483,255
33419,5,20083,51,483,31587
33420,5,659,3,195,959
33421,5,3809,10,490,5196
33422,5,301,35,983,416
33423,5,22461,51,483,36596
33424,5,435,143,993,579
33425,5,14545,51,483,22010
33426,,,86,988,
33427,5,661,51,483,895
33428,5,24314,51,483,41663
33429,5,19955,51,483,31423
33430,,,7,494,
33431,5,350,35,983,474
33432,5,2555,10,490,3669
33433,,,86,988,
33434,5,4065,51,483,5402
33435,,,86,988,
33436,5,6423,10,490,8684
33437,5,14184,51,483,20758
33438,5,5394,35,983,7233
33439,,,7,494,
33440,,,7,494,
33441,5,6656,51,483,9544
33442,5,22615,51,483,38006
33443,5,5023,35,983,6905
33444,5,461,143,993,649
33445,,,86,988,
33446,5,9,35,983,16
33447,5,6635,51,483,9104
33448,5,200,35,983,269
33449,,,7,494,
33450,,,164,996,
33451,5,5899,51,483,7933
33452,5,27206,51,483,44942
33453,,,7,494,
33454,,,164,996,
33455,5,1618,10,490,2166
33456,,,7,494,
33457,5,24907,51,483,39881
33458,,,164,996,
33459,5,18365,51,483,28119
33460,,,86,988,
33461,5,1037,143,993,1465
33462,5,2361,10,490,3163
33463,,,86,988,
33464,5,5785,10,490,8162
33465,,,86,988,
33466,,,86,988,
33467,5,24049,51,483,40567
33468,,,164,996,
33469,,,86,988,
33470,5,6229,35,983,8540
33471,5,7987,51,483,11195
33472,5,16164,51,483,24196
33473,5,427,143,993,589
33474,5,5801,35,983,8416
33475,,,86,988,
33476,5,2795,35,983,3718
33477,5,1330,143,993,1801
33478,5,29488,51,483,51510
33479,,,164,996,
33480,5,844,10,490,1135
33481,,,164,996,
33482,5,6071,35,983,8157
33483,5,1351,143,993,1911
33484,5,18085,51,483,26801
33485,5,2858,35,983,3970
33486,,,7,494,
33487,5,600,35,983,843
33488,5,6206,51,483,8430
33489,,,164,996,
33490,5,862,10,490,1186
33491,5,12283,51,483,17603
33492,,,86,988,
33493,,,7,494,
33494,5,18228,51,483,29172
33495,5,5085,35,983,6879
33496,,,164,996,
33497,5,528,35,983,733
33498,5,772,143,993,1091
33499,5,24484,51,483,38772
33500,5,3710,35,983,5140
33501,5,19847,51,483,29799
33502,,,7,494,
33503,,,164,996,
33504,5,3542,35,983,4854
33505,5,8389,51,483,11488
33506,,,164,996,
33507,5,635,35,983,894
33508,,,164,996,
33509,,,164,996,
33510,5,15132,51,483,22020
33511,5,1156,143,993,1585
33512,5,4766,51,483,6665
33513,5,1573,143,993,2214
33514,5,19849,51,483,31435
33515,,,164,996,
33516,,,86,988,
33517,5,4013,10,490,5511
33518,5,13010,51,483,19061
33519,5,13146,51,483,19275
33520,,,164,996,
33521,5,4929,10,490,6963
33522,5,17104,51,483,26205
33523,,,164,996,
33524,5,20332,51,483,30560
33525,5,3447,10,490,4623
33526,,,7,494,
33527,,,86,988,
33528,,,164,996,
33529,5,15562,51,483,23228
33530,5,10229,51,483,14980
33531,,,164,996,
33532,5,4718,51,483,6420
33533,5,6048,10,490,8219
33534,5,5875,10,490,7997
33535,,,86,988,
33536,,,86,988,
33537,5,1245,143,993,1713
33538,5,28898,51,483,52035
33539,5,27200,51,483,46538
33540,5,3620,35,983,5187
33541,5,90,143,993,123
33542,5,6359,10,490,8807
33543,5,6491,35,983,9513
33544,5,2212,35,983,2938
33545,5,3488,51,483,5077
33546,5,10276,51,483,15093
33547,,,86,988,
33548,5,1111,10,490,1588
33549,,,164,996,
33550,5,427,143,993,570
33551,5,1610,143,993,2248
33552,,,86,988,
33553,5,8908,51,483,12179
33554,5,2237,10,490,3191
33555,5,1819,51,483,2612
33556,,,7,494,
33557,5,10957,51,483,16082
33558,5,209,10,490,284
33559,,,86,988,
33560,5,14650,51,483,22098
33561,5,2819,10,490,4105
33562,,,164,996,
33563,5,1588,143,993,2198
33564,5,16220,51,483,24305
33565,5,6136,10,490,8608
33566,5,19528,51,483,30308
33567,,,86,988,
33568,5,6183,35,983,8959
33569,4.9,2865,3,53,3913
33570,,,7,494,
33571,5,3781,51,483,5496
33572,,,86,988,
33573,,,7,494,
33574,5,1222,143,993,1627
33575,,,86,988,
33576,5,4544,10,490,6214
33577,,,164,996,
